phase,family,run,rows,executed,raw_trade_pressure,held_same_episode,observed_potential,reward_sum,max_trade_readiness,max_mature_transfer
order_shift,dio_00eh,37,1,1,1,0,0,-0.431148,0.072906,0.066364
order_shift,dio_00eh,39,1,0,0,0,1,0.0,0.010662,0.010662
order_shift,dio_018g,38,1,0,0,0,1,0.0,0.004547,0.004547
order_shift,dio_01yf,36,1,0,0,0,1,0.0,0.005346,0.005346
order_shift,dio_01yf,37,1,0,0,0,1,0.0,0.016301,0.016301
order_shift,dio_08wa,36,1,0,0,0,1,0.0,0.003974,0.003974
order_shift,dio_08wa,37,1,0,0,0,1,0.0,0.005443,0.005443
order_shift,dio_08wa,38,1,0,0,0,1,0.0,0.012163,0.012163
order_shift,dio_08wa,39,1,0,0,0,1,0.0,0.022227,0.022227
order_shift,dio_0d07,36,1,0,0,0,1,0.0,0.00396,0.00396
order_shift,dio_0d07,37,1,0,0,0,1,0.0,0.006525,0.006525
order_shift,dio_0f4h,36,1,1,1,0,0,2.0,0.172588,0.061115
order_shift,dio_0knp,36,1,0,0,0,1,0.0,0.00548,0.00548
order_shift,dio_0knp,38,1,0,0,0,1,0.0,0.005151,0.005151
order_shift,dio_0knp,39,1,0,0,0,1,0.0,0.005394,0.005394
order_shift,dio_0nmi,36,1,0,0,0,1,0.0,0.017049,0.017049
order_shift,dio_0nmi,37,1,1,1,0,0,2.0,0.104784,0.059966
order_shift,dio_0nvr,36,1,0,0,0,1,0.0,0.00472,0.00472
order_shift,dio_0nvr,37,1,0,0,0,1,0.0,0.005402,0.005402
order_shift,dio_121e,36,1,0,0,0,1,0.0,0.005864,0.005864
order_shift,dio_121e,37,1,0,0,0,1,0.0,0.019545,0.019545
order_shift,dio_121e,38,1,1,1,0,0,1.521206,0.060186,0.060186
order_shift,dio_121e,39,1,1,1,0,0,1.521206,0.211842,0.081719
order_shift,dio_185j,38,1,0,0,0,1,0.0,0.004154,0.004154
order_shift,dio_185j,39,1,0,0,0,1,0.0,0.010018,0.010018
order_shift,dio_1d6j,36,1,0,0,0,1,0.0,0.004034,0.004034
order_shift,dio_1d6j,37,1,0,0,0,1,0.0,0.013797,0.013797
order_shift,dio_1d6j,38,1,0,0,0,1,0.0,0.044533,0.044533
order_shift,dio_1d6j,39,1,1,1,0,0,1.143781,0.091679,0.056826
order_shift,dio_1h5i,36,1,0,0,0,1,0.0,0.004246,0.004246
order_shift,dio_1h5i,37,1,0,0,0,1,0.0,0.019734,0.019734
order_shift,dio_1h5i,38,1,1,1,0,0,1.652416,0.064142,0.060884
order_shift,dio_1i0f,36,1,0,0,0,1,0.0,0.005438,0.005438
order_shift,dio_1i0f,37,1,0,0,0,1,0.0,0.012728,0.012728
order_shift,dio_1j0n,39,1,0,0,0,1,0.0,0.004095,0.004095
order_shift,dio_1wwt,36,1,0,0,0,1,0.0,0.003894,0.003894
order_shift,dio_1wwt,37,1,0,0,0,1,0.0,0.007948,0.007948
order_shift,dio_1wwt,38,1,0,0,0,1,0.0,0.023235,0.023235
order_shift,dio_1wwt,39,1,0,0,0,1,0.0,0.04661,0.04661
order_shift_varianz,dio_03fl,40,1,0,0,0,1,0.0,0.003814,0.003814
order_shift_varianz,dio_03fl,41,1,0,0,0,1,0.0,0.00905,0.00905
order_shift_varianz,dio_03fl,42,1,0,0,0,1,0.0,0.025122,0.025122
order_shift_varianz,dio_03fl,43,1,0,1,1,1,0.0,0.049949,0.049949
order_shift_varianz,dio_066x,40,1,0,0,0,1,0.0,0.003489,0.003489
order_shift_varianz,dio_066x,42,1,0,0,0,1,0.0,0.007272,0.007272
order_shift_varianz,dio_066x,43,1,0,0,0,1,0.0,0.017901,0.017901
order_shift_varianz,dio_0iy2,40,1,0,0,0,1,0.0,0.003606,0.003606
order_shift_varianz,dio_0iy2,42,1,0,0,0,1,0.0,0.006182,0.006182
order_shift_varianz,dio_0iy2,43,1,0,0,0,1,0.0,0.01359,0.01359
order_shift_varianz,dio_0mp4,40,1,0,0,0,1,0.0,0.004609,0.004609
order_shift_varianz,dio_0q8z,40,1,0,0,0,1,0.0,0.005213,0.005213
order_shift_varianz,dio_0q8z,41,1,0,0,0,1,0.0,0.017637,0.017637
order_shift_varianz,dio_0r8e,40,1,0,0,0,1,0.0,0.004006,0.004006
order_shift_varianz,dio_151h,40,1,0,0,0,1,0.0,0.004347,0.004347
order_shift_varianz,dio_151h,41,1,0,0,0,1,0.0,0.004546,0.004546
order_shift_varianz,dio_151h,42,1,0,0,0,1,0.0,0.006886,0.006886
order_shift_varianz,dio_151h,43,1,0,0,0,1,0.0,0.010461,0.010461
order_shift_varianz,dio_1d6j,40,1,1,1,0,0,0.906071,0.239811,0.054771
order_shift_varianz,dio_1d6j,41,1,1,1,0,0,0.906071,0.387311,0.055079
order_shift_varianz,dio_1d6j,42,1,1,1,0,0,0.906071,0.4615,0.055898
order_shift_varianz,dio_1d6j,43,1,1,1,0,0,0.906071,0.523523,0.05709
order_shift_varianz,dio_1hkr,40,1,0,0,0,1,0.0,0.003734,0.003734
order_shift_varianz,dio_1hkr,41,1,0,0,0,1,0.0,0.014106,0.014106
order_shift_varianz,dio_1hkr,42,1,0,1,1,1,0.0,0.044504,0.044504
order_shift_varianz,dio_1hkr,43,1,0,1,1,1,0.0,0.091462,0.055656
order_shift_varianz,dio_1ioc,40,1,0,0,0,1,0.0,0.005904,0.005904
order_shift_varianz,dio_1ioc,41,1,0,0,0,1,0.0,0.020868,0.020868
order_shift_varianz,dio_1ioc,42,1,1,1,0,0,1.669852,0.065564,0.065564
order_shift_varianz,dio_1ioc,43,1,1,1,0,0,1.669852,0.232116,0.079776
order_shift_varianz,dio_1sxo,40,1,0,0,0,1,0.0,0.037579,0.037579
order_shift_varianz,dio_1sxo,41,1,1,1,0,0,0.993834,0.076944,0.069375
order_shift_varianz,dio_1ytj,40,1,0,0,0,1,0.0,0.003969,0.003969
order_shift_varianz,dio_1ytj,41,1,0,0,0,1,0.0,0.018264,0.018264
order_shift_varianz,dio_1ytj,42,1,0,1,1,1,0.0,0.059106,0.056572
order_shift_varianz,dio_1ytj,43,1,0,1,1,1,0.0,0.122182,0.058633
sensor_relation_probe2,dio_00t3,56,1,0,0,0,1,0.0,0.00517,0.00517
sensor_relation_probe2,dio_00t3,57,1,0,0,0,1,0.0,0.011218,0.011218
sensor_relation_probe2,dio_01nr,56,1,0,0,0,1,0.0,0.004029,0.004029
sensor_relation_probe2,dio_01nr,57,1,0,0,0,1,0.0,0.014357,0.014357
sensor_relation_probe2,dio_01ql,56,1,0,0,0,1,0.0,0.004113,0.004113
sensor_relation_probe2,dio_01ql,57,1,0,0,0,1,0.0,0.003927,0.003927
sensor_relation_probe2,dio_060l,56,1,0,0,0,1,0.0,0.0043,0.0043
sensor_relation_probe2,dio_060l,57,1,0,0,0,1,0.0,0.015727,0.015727
sensor_relation_probe2,dio_060l,58,1,0,0,0,1,0.0,0.047435,0.047435
sensor_relation_probe2,dio_060l,59,1,1,1,0,0,1.190707,0.096467,0.06317
sensor_relation_probe2,dio_0789,59,1,0,0,0,1,0.0,0.004254,0.004254
sensor_relation_probe2,dio_0nmi,56,1,1,1,0,0,1.590331,0.391038,0.0667
sensor_relation_probe2,dio_0nmi,57,1,1,1,0,0,1.590331,0.567738,0.067432
sensor_relation_probe2,dio_0nmi,58,1,1,1,0,0,1.590331,0.715588,0.069979
sensor_relation_probe2,dio_0oqk,56,1,0,0,0,1,0.0,0.004317,0.004317
sensor_relation_probe2,dio_0oqk,57,1,0,0,0,1,0.0,0.007871,0.007871
sensor_relation_probe2,dio_0oqk,58,1,0,0,0,1,0.0,0.01796,0.01796
sensor_relation_probe2,dio_0oqk,59,1,0,0,0,1,0.0,0.033484,0.033484
sensor_relation_probe2,dio_0qb3,56,1,0,0,0,1,0.0,0.006812,0.006812
sensor_relation_probe2,dio_0qb3,57,1,0,0,0,1,0.0,0.03413,0.03413
sensor_relation_probe2,dio_0qb3,58,1,0,0,0,1,0.0,0.058575,0.058575
sensor_relation_probe2,dio_0qb3,59,1,1,1,0,0,0.576544,0.080759,0.064975
sensor_relation_probe2,dio_14ch,56,1,0,0,0,1,0.0,0.004685,0.004685
sensor_relation_probe2,dio_14ch,57,1,0,0,0,1,0.0,0.00755,0.00755
sensor_relation_probe2,dio_15r2,56,1,0,0,0,1,0.0,0.004368,0.004368
sensor_relation_probe2,dio_15r2,57,1,0,0,0,1,0.0,0.015313,0.015313
sensor_relation_probe2,dio_15r2,58,1,0,0,0,1,0.0,0.045661,0.045661
sensor_relation_probe2,dio_1ax9,56,1,0,0,0,1,0.0,0.004253,0.004253
sensor_relation_probe2,dio_1ax9,57,1,0,0,0,1,0.0,0.015794,0.015794
sensor_relation_probe2,dio_1ax9,58,1,1,1,0,0,1.237693,0.048781,0.048781
sensor_relation_probe2,dio_1c48,58,1,0,0,0,1,0.0,0.004398,0.004398
sensor_relation_probe2,dio_1c48,59,1,0,0,0,1,0.0,0.014323,0.014323
sensor_relation_probe2,dio_1ce7,56,1,0,0,0,1,0.0,0.004392,0.004392
sensor_relation_probe2,dio_1ce7,57,1,0,0,0,1,0.0,0.014208,0.014208
sensor_relation_probe2,dio_1fcl,56,1,0,0,0,1,0.0,0.00509,0.00509
sensor_relation_probe2,dio_1fcl,57,1,0,0,0,1,0.0,0.014809,0.014809
sensor_relation_probe2,dio_1iwb,56,1,0,0,0,1,0.0,0.003785,0.003785
sensor_relation_probe2,dio_1iwb,57,1,0,0,0,1,0.0,0.00618,0.00618
sensor_relation_probe2,dio_1iwb,58,1,0,0,0,1,0.0,0.014175,0.014175
sensor_relation_probe2,dio_1iwb,59,1,0,0,0,1,0.0,0.026406,0.026406
sensor_relation_probe2,dio_1mic,59,1,0,0,0,1,0.0,0.003916,0.003916
sensor_relation_probe2,dio_1on4,56,1,0,0,0,1,0.0,0.004039,0.004039
sensor_relation_probe2,dio_1on4,57,1,0,0,0,1,0.0,0.006879,0.006879
sensor_relation_probe2,dio_1on4,58,1,0,0,0,1,0.0,0.015116,0.015116
sensor_relation_probe2,dio_1on4,59,1,0,0,0,1,0.0,0.027804,0.027804
sensor_relation_probe2,dio_1uyk,56,1,0,0,0,1,0.0,0.00529,0.00529
sensor_relation_probe2,dio_1uyk,57,1,0,0,0,1,0.0,0.016886,0.016886
sensor_relation_probe2,dio_1uyk,58,1,1,1,0,0,1.234935,0.049857,0.049857
sensor_relation_probe2,dio_1uyk,59,1,1,1,0,0,1.234935,0.173001,0.071928
sensor_relation_probe3,dio_01yf,60,1,1,1,0,0,0.938317,0.047831,0.047831
sensor_relation_probe3,dio_01yf,61,1,1,1,0,0,0.938317,0.143424,0.072579
sensor_relation_probe3,dio_026q,60,1,0,0,0,1,0.0,0.004569,0.004569
sensor_relation_probe3,dio_026q,61,1,0,0,0,1,0.0,0.017334,0.017334
sensor_relation_probe3,dio_07z2,60,1,0,0,0,1,0.0,0.004073,0.004073
sensor_relation_probe3,dio_07z2,61,1,0,0,0,1,0.0,0.015002,0.015002
sensor_relation_probe3,dio_0a54,62,1,0,0,0,1,0.0,0.004258,0.004258
sensor_relation_probe3,dio_0a54,63,1,0,0,0,1,0.0,0.008076,0.008076
sensor_relation_probe3,dio_0hla,60,1,0,0,0,1,0.0,0.004504,0.004504
sensor_relation_probe3,dio_0hla,61,1,0,0,0,1,0.0,0.009456,0.009456
sensor_relation_probe3,dio_0ie2,63,1,0,0,0,1,0.0,0.003869,0.003869
sensor_relation_probe3,dio_0if9,62,1,0,0,0,1,0.0,0.004414,0.004414
sensor_relation_probe3,dio_0if9,63,1,0,0,0,1,0.0,0.009589,0.009589
sensor_relation_probe3,dio_0thk,60,1,0,0,0,1,0.0,0.004466,0.004466
sensor_relation_probe3,dio_0thk,61,1,0,0,0,1,0.0,0.015587,0.015587
sensor_relation_probe3,dio_0thk,62,1,0,0,0,1,0.0,0.046389,0.046389
sensor_relation_probe3,dio_0thk,63,1,1,1,0,0,1.156708,0.09405,0.065401
sensor_relation_probe3,dio_0x50,60,1,0,0,0,1,0.0,0.004185,0.004185
sensor_relation_probe3,dio_0x50,61,1,0,0,0,1,0.0,0.017127,0.017127
sensor_relation_probe3,dio_185j,60,1,0,0,0,1,0.0,0.029031,0.029031
sensor_relation_probe3,dio_185j,61,1,0,0,0,1,0.0,0.029009,0.029009
sensor_relation_probe3,dio_185j,62,1,0,0,0,1,0.0,0.029068,0.029068
sensor_relation_probe3,dio_185j,63,1,0,0,0,1,0.0,0.029037,0.029037
sensor_relation_probe3,dio_1dmh,60,1,0,0,0,1,0.0,0.004402,0.004402
sensor_relation_probe3,dio_1dmh,61,1,0,0,0,1,0.0,0.016375,0.016375
sensor_relation_probe3,dio_1dmh,62,1,1,1,0,0,1.240083,0.049437,0.049437
sensor_relation_probe3,dio_1dmh,63,1,1,1,0,0,1.240083,0.173129,0.065773
sensor_relation_probe3,dio_1k0r,60,1,1,1,0,0,1.5948,0.065402,0.065402
sensor_relation_probe3,dio_1k0r,61,1,1,1,0,0,1.5948,0.224943,0.069782
sensor_relation_probe3,dio_1k0r,62,1,1,1,0,0,1.5948,0.442674,0.071574
sensor_relation_probe3,dio_1mx6,60,1,0,0,0,1,0.0,0.005192,0.005192
sensor_relation_probe3,dio_1mx6,61,1,0,0,0,1,0.0,0.017643,0.017643
sensor_relation_probe3,dio_1mx6,62,1,1,1,0,0,1.286383,0.052072,0.052072
sensor_relation_probe3,dio_1mx6,63,1,1,1,0,0,1.286383,0.180337,0.076545
sensor_relation_probe4,dio_09n6,64,1,0,0,0,1,0.0,0.004492,0.004492
sensor_relation_probe4,dio_09n6,65,1,0,0,0,1,0.0,0.010778,0.010778
sensor_relation_probe4,dio_0a54,64,1,0,0,0,1,0.0,0.018489,0.018489
sensor_relation_probe4,dio_0a54,65,1,0,0,0,1,0.0,0.039631,0.039631
sensor_relation_probe4,dio_0a54,66,1,1,1,0,0,0.574218,0.068658,0.059561
sensor_relation_probe4,dio_0a54,67,1,1,1,0,0,0.574218,0.158316,0.060958
sensor_relation_probe4,dio_0eh8,64,1,0,0,0,1,0.0,0.004893,0.004893
sensor_relation_probe4,dio_0eh8,65,1,0,0,0,1,0.0,0.014668,0.014668
sensor_relation_probe4,dio_0f9v,64,1,0,0,0,1,0.0,0.004937,0.004937
sensor_relation_probe4,dio_0f9v,65,1,0,0,0,1,0.0,0.018434,0.018434
sensor_relation_probe4,dio_0g8c,64,1,0,0,0,1,0.0,0.004985,0.004985
sensor_relation_probe4,dio_0g8c,65,1,0,0,0,1,0.0,0.00999,0.00999
sensor_relation_probe4,dio_0g8c,66,1,0,0,0,1,0.0,0.024789,0.024789
sensor_relation_probe4,dio_0hiu,64,1,0,0,0,1,0.0,0.005061,0.005061
sensor_relation_probe4,dio_0hiu,65,1,0,0,0,1,0.0,0.013258,0.013258
sensor_relation_probe4,dio_0hiu,66,1,0,0,0,1,0.0,0.036812,0.036812
sensor_relation_probe4,dio_0hzw,64,1,0,0,0,1,0.0,0.004595,0.004595
sensor_relation_probe4,dio_0hzw,65,1,0,0,0,1,0.0,0.016671,0.016671
sensor_relation_probe4,dio_0nm2,64,1,0,0,0,1,0.0,0.004334,0.004334
sensor_relation_probe4,dio_0nm2,65,1,0,0,0,1,0.0,0.014226,0.014226
sensor_relation_probe4,dio_0nm2,66,1,0,0,0,1,0.0,0.04156,0.04156
sensor_relation_probe4,dio_0nm2,67,1,1,1,0,0,1.024116,0.083767,0.064916
sensor_relation_probe4,dio_0rps,64,1,0,0,0,1,0.0,0.003608,0.003608
sensor_relation_probe4,dio_0rps,65,1,0,0,0,1,0.0,0.005119,0.005119
sensor_relation_probe4,dio_0rps,66,1,0,0,0,1,0.0,0.009546,0.009546
sensor_relation_probe4,dio_0rps,67,1,0,0,0,1,0.0,0.016385,0.016385
sensor_relation_probe4,dio_0v15,64,1,0,0,0,1,0.0,0.004819,0.004819
sensor_relation_probe4,dio_0v15,65,1,0,0,0,1,0.0,0.011055,0.011055
sensor_relation_probe4,dio_0v15,66,1,0,0,0,1,0.0,0.02848,0.02848
sensor_relation_probe4,dio_0v15,67,1,0,1,1,1,0.0,0.055388,0.055388
sensor_relation_probe4,dio_0v36,64,1,1,1,0,0,1.141064,0.068435,0.064081
sensor_relation_probe4,dio_0v36,65,1,1,1,0,0,1.141064,0.188346,0.065241
sensor_relation_probe4,dio_0v36,66,1,1,1,0,0,1.141064,0.347427,0.065879
sensor_relation_probe4,dio_0yok,64,1,0,0,0,1,0.0,0.004162,0.004162
sensor_relation_probe4,dio_0yok,65,1,0,0,0,1,0.0,0.003908,0.003908
sensor_relation_probe4,dio_0yok,66,1,0,0,0,1,0.0,0.004513,0.004513
sensor_relation_probe4,dio_14wi,64,1,0,0,0,1,0.0,0.005093,0.005093
sensor_relation_probe4,dio_14wi,65,1,0,0,0,1,0.0,0.013458,0.013458
sensor_relation_probe4,dio_14wi,66,1,0,0,0,1,0.0,0.037478,0.037478
sensor_relation_probe4,dio_14wi,67,1,1,1,0,0,0.899201,0.074575,0.069715
sensor_relation_probe4,dio_1alf,64,1,0,0,0,1,0.0,0.003901,0.003901
sensor_relation_probe4,dio_1alf,65,1,0,0,0,1,0.0,0.008957,0.008957
sensor_relation_probe4,dio_1alf,66,1,0,0,0,1,0.0,0.023036,0.023036
sensor_relation_probe4,dio_1alf,67,1,0,0,0,1,0.0,0.044806,0.044806
sensor_relation_probe4,dio_1hhw,64,1,0,0,0,1,0.0,0.004281,0.004281
sensor_relation_probe4,dio_1hhw,65,1,0,0,0,1,0.0,0.009288,0.009288
sensor_relation_probe4,dio_1hhw,66,1,0,0,0,1,0.0,0.023761,0.023761
sensor_relation_probe4,dio_1og7,64,1,0,0,0,1,0.0,0.003885,0.003885
sensor_relation_probe4,dio_1og7,65,1,0,0,0,1,0.0,0.014606,0.014606
sensor_relation_probe4,dio_1og7,66,1,0,0,0,1,0.0,0.045127,0.045127
sensor_relation_probe4,dio_1y2t,64,1,0,0,0,1,0.0,0.004472,0.004472
sensor_relation_probe4,dio_1y2t,65,1,0,0,0,1,0.0,0.009221,0.009221
sensor_relation_probe4,dio_1y2t,66,1,0,0,0,1,0.0,0.023459,0.023459
sensor_relation_probe4,dio_1y2t,67,1,0,0,0,1,0.0,0.045463,0.045463
